"","x"
"179","HIPK2"
"180","RFXANK"
"181","LPAR2"
"182","TAF11"
"183","SLC9A3R2"
"184","IPO5"
"185","PKN2"
"186","WDR18"
"187","DGKA"
"188","ANKRD44"
"189","KARS1"
"190","ADAT1"
"191","PACC1"
"192","GSTO2"
"193","FAM107B"
"194","MTHFD2"
"195","SLC9A7"
"196","PDE4A"
"197","GOLGA5"
"198","TRMT11"
"199","MSANTD3"
"200","MYO9A"
"201","PFKP"
"202","PKM"
"203","RRP15"
"204","IARS2"
"205","SYT1"
"206","NAV3"
"207","CBFB"
"208","HYAL2"
"209","HDAC4"
"210","IFI35"
"211","ACSL4"
"212","GPKOW"
"213","TTC7A"
"214","RASGRP2"
"215","ERLEC1"
"216","PPP2R5B"
"217","NUCKS1"
"218","TGFBR3"
"219","GNB5"
"220","HDHD5"
"221","UFD1"
"222","PFN2"
"223","SLC44A1"
"224","CLTCL1"
"225","FSTL3"
"226","WIPI1"
"227","NDST1"
"228","ASNS"
"229","CDC42"
"230","NCK2"
"231","WDR1"
"232","ARHGAP10"
"233","BUD23"
"234","SEL1L"
"235","ATP6AP1"
"236","TCF3"
"237","HLTF"
"238","CYBRD1"
"239","PDCD2"
"240","ACTN1"
"241","EPN2"
"242","PTPN18"
"243","SPEG"
"244","RHOBTB1"
"245","TRHDE"
"246","P4HA2"
"247","EVC"
"248","TMEM38A"
"249","PVR"
"250","XRCC1"
"251","PANX2"
"252","SELENOO"
"253","CLCN4"
"254","NLE1"
"255","SDHA"
"256","GSDMB"
"257","IGF2BP2"
"258","ST6GAL1"
"259","PICALM"
"260","NOTCH3"
"261","CLNS1A"
"262","EED"
"263","BCS1L"
"264","NUAK1"
"265","SLC24A1"
"266","LMAN1"
"267","ENO1"
"268","TUBE1"
"269","ARHGEF10L"
"270","TIPIN"
"271","SEMA3A"
"272","TTC38"
"273","ACAT1"
"274","RASAL2"
"275","MARK3"
"276","FOSL2"
"277","PLD1"
"278","DLG1"
"279","BCAP29"
"280","SEC31B"
"281","BAZ2A"
"282","MLH1"
"283","ACACB"
"284","TRAF4"
"285","GPATCH1"
"286","ICAM3"
"287","MCAM"
"288","GPC4"
"289","MBNL3"
"290","ARHGEF1"
"291","IL4R"
"292","LRCH4"
"293","FAM76B"
"294","POLD3"
"295","CAPZB"
"296","GPR137B"
"297","SLC25A43"
"298","UBE2A"
"299","FGFR1"
"300","MCCC1"
"301","ACER3"
"302","N4BP2"
"303","TULP3"
"304","PPP2R5C"
"305","GNB1"
"306","EDN1"
"307","SDF4"
"308","OSBPL6"
"309","CDC14A"
"310","PGM1"
"311","DNM2"
"312","RABL2B"
"313","KEAP1"
"314","RFX3"
"315","PSEN1"
"316","CPOX"
"317","MOK"
"318","HSP90AA1"
"319","RBL1"
"320","DLGAP4"
"321","RSBN1"
"322","CXCL2"
"323","STK17B"
"324","ZNF506"
"325","HSPB11"
"326","PHLPP1"
"327","ATP8B1"
"328","BZW1"
"329","C5orf22"
"330","FAM135A"
"331","DLG3"
"332","TRAF5"
"333","ITGB5"
"334","KAT6A"
"335","PLOD1"
"336","ITGAE"
"337","NUFIP1"
"338","CYLD"
"339","SLC27A5"
"340","ZNF586"
"341","ZNF446"
"342","FAT1"
"343","NOA1"
"344","APLP2"
"345","NCOA1"
"346","AGBL5"
"347","CD82"
"348","PREP"
"349","HACE1"
"350","SLC25A24"
"351","MAP3K4"
"352","CPNE3"
"353","CTTN"
"354","USP40"
"355","POMGNT1"
"356","NOX4"
"357","ACOX3"
"358","TRIP6"
"359","BAX"
"360","PGS1"
"361","UIMC1"
"362","LPCAT2"
"363","SH3BP2"
"364","NOP14"
"365","L2HGDH"
"366","SF3B2"
"367","GNAS"
"368","PTHLH"
"369","RFX2"
"370","KHSRP"
"371","ASAP3"
"372","DOCK9"
"373","TGDS"
"374","ARHGAP28"
"375","FKBP1A"
"376","SLC4A11"
"377","C20orf194"
"378","EBF4"
"379","MAVS"
"380","KIZ"
"381","DYNLL1"
"382","TMEM230"
"383","FUS"
"384","HEPH"
"385","MLF2"
"386","ZBTB25"
"387","RCOR1"
"388","SLC9A1"
"389","PCBP4"
"390","NDUFB2"
"391","IRAK3"
"392","TFAP4"
"393","DNAJB11"
"394","P3H2"
"395","RAB11FIP3"
"396","GOLGA3"
"397","PLEKHG2"
"398","DLL3"
"399","PITPNM2"
"400","EXOC1"
"401","DTX2"
"402","SEL1L3"
"403","SPAG7"
"404","ZFHX4"
"405","TMEM101"
"406","CCDC80"
"407","PSME1"
"408","OSGEP"
"409","SLC22A17"
"410","G2E3"
"411","SEMA6A"
"412","PHGDH"
"413","MYL6"
"414","RFFL"
"415","TGFB2"
"416","UPRT"
"417","DHPS"
"418","TMEM38B"
"419","PSMD5"
"420","CRAT"
"421","IKZF5"
"422","SORBS1"
"423","FKBP5"
"424","EFHC1"
"425","HSP90AB1"
"426","DSP"
"427","SIRT1"
"428","JAK2"
"429","ABL1"
"430","ACOT7"
"431","CDC7"
"432","MACROH2A2"
"433","OCEL1"
"434","HSD3B7"
"435","SETD1A"
"436","ATP5F1D"
"437","POLR2E"
"438","RASSF7"
"439","RANBP1"
"440","LZTR1"
"441","BCL2L13"
"442","DDT"
"443","CABIN1"
"444","GGT5"
"445","SLC35E4"
"446","CARD10"
"447","SLC25A1"
"448","HIRA"
"449","LGALS1"
"450","HPS4"
"451","PIK3IP1"
"452","SRRD"
"453","TRIOBP"
"454","GCAT"
"455","DDX17"
"456","HSCB"
"457","TOMM22"
"458","FBXO7"
"459","GTPBP1"
"460","POLDIP3"
"461","SBF1"
"462","DNAL4"
"463","RHBDD3"
"464","ARSA"
"465","TSPO"
"466","CBX7"
"467","ZMAT5"
"468","MIEF1"
"469","MYH9"
"470","SAMM50"
"471","FOXRED2"
"472","IFT27"
"473","L3MBTL2"
"474","PHF5A"
"475","DESI1"
"476","HDAC10"
"477","KHNYN"
"478","SDR39U1"
"479","SOS2"
"480","CDKL1"
"481","PYGL"
"482","DDHD1"
"483","PIGH"
"484","TMED8"
"485","RIN3"
"486","SIX4"
"487","HIF1A"
"488","TELO2"
"489","ACIN1"
"490","CCNB1IP1"
"491","CINP"
"492","NFKBIA"
"493","GMPR2"
"494","NFATC4"
"495","PLTP"
"496","GSS"
"497","PROCR"
"498","NINL"
"499","PABPC1L"
"500","STK4"
"501","RAE1"
"502","MTG2"
"503","ARFGAP1"
"504","EEF1A2"
"505","CDC25B"
"506","NDUFAF5"
"507","TRIB3"
"508","PLCB4"
"509","MYL9"
"510","POFUT1"
"511","SAMHD1"
"512","MANBAL"
"513","IDH3B"
"514","PXMP4"
"515","DHX35"
"516","APMAP"
"517","ZNF516"
"518","ADNP2"
"519","RBFA"
"520","VAPA"
"521","METTL4"
"522","MYL12A"
"523","CEP76"
"524","POLI"
"525","RBBP8"
"526","STS"
"527","TBL1X"
"528","PGRMC1"
"529","POLA1"
"530","PRPS2"
"531","SRPX"
"532","STAG2"
"533","ATP11C"
"534","CCDC22"
"535","PLS3"
"536","NAA10"
"537","ELF4"
"538","SLC35A2"
"539","EMD"
"540","TAZ"
"541","SMS"
"542","KLHL4"
"543","PBDC1"
"544","NALCN"
"545","CAB39L"
"546","KLF5"
"547","PARP4"
"548","SUPT20H"
"549","MRPS31"
"550","SLC25A15"
"551","DHRS12"
"552","TRADD"
"553","HSF4"
"554","NUTF2"
"555","CENPT"
"556","POLR2C"
"557","ZNF821"
"558","USB1"
"559","PSMD7"
"560","PLA2G15"
"561","CMC2"
"562","AXIN1"
"563","HCFC1R1"
"564","MLYCD"
"565","MPG"
"566","TAF1C"
"567","CRISPLD2"
"568","FOXF1"
"569","MTHFSD"
"570","ANTKMT"
"571","SLC7A5"
"572","METRN"
"573","FBXO31"
"574","STUB1"
"575","NUBP1"
"576","CAPN15"
"577","UBFD1"
"578","SALL1"
"579","XYLT1"
"580","PYCARD"
"581","CDIPT"
"582","LACTB"
"583","TRIP4"
"584","VPS18"
"585","MYEF2"
"586","CSPP1"
"587","TRIM35"
"588","ZFAND1"
"589","RIPK2"
"590","LAPTM4B"
"591","PLAT"
"592","EMC2"
"593","CCN4"
"594","NDRG1"
"595","TRPS1"
"596","UBR5"
"597","GSDMD"
"598","TSTA3"
"599","ERI1"
"600","UBXN8"
"601","ERICH1"
"602","TUSC3"
"603","ARHGEF10"
"604","ECH1"
"605","HNRNPL"
"606","NFKBIB"
"607","PPP1R37"
"608","PIH1D1"
"609","PLEKHJ1"
"610","SF3A2"
"611","TBC1D17"
"612","MED25"
"613","VRK3"
"614","FAM32A"
"615","OLFM2"
"616","AKAP8"
"617","ANKRD27"
"618","FBL"
"619","GPI"
"620","EBI3"
"621","APLP1"
"622","CACTIN"
"623","BBC3"
"624","DMAC2"
"625","PLIN3"
"626","NOP53"
"627","ETFB"
"628","NAPA"
"629","MEIS3"
"630","CARD8"
"631","PLA2G4C"
"632","TMEM205"
"633","PLPPR2"
"634","PLEKHA4"
"635","PPP2R1A"
"636","WDR83OS"
"637","DNASE2"
"638","ARRDC2"
"639","ELL"
"640","TMEM59L"
"641","CDK6"
"642","TFPI2"
"643","BET1"
"644","NAMPT"
"645","HBP1"
"646","PTN"
"647","MPP6"
"648","ZC3HAV1"
"649","ADAP1"
"650","DNAJB6"
"651","BRAT1"
"652","TSPAN12"
"653","FKBP14"
"654","NOD1"
"655","GARS1"
"656","MINDY4"
"657","CHCHD2"
"658","HSPB1"
"659","AIMP2"
"660","MOSPD3"
"661","SERPINE1"
"662","AP1S1"
"663","GLCCI1"
"664","PHF14"
"665","RARRES2"
"666","GLI3"
"667","TMEM248"
"668","PRKAG2"
"669","POLD2"
"670","TBL2"
"671","LIMK1"
"672","SPIN1"
"673","MEGF9"
"674","TRIM14"
"675","TLE4"
"676","PTGR1"
"677","DNM1"
"678","KANK1"
"679","FUBP3"
"680","CREB3"
"681","MPDZ"
"682","DDX58"
"683","GLIS3"
"684","NPDC1"
"685","SETX"
"686","PTGDS"
"687","ABHD17B"
"688","EXOSC3"
"689","RAB11FIP2"
"690","CXCL12"
"691","MAPK8"
"692","ATE1"
"693","NSMCE4A"
"694","UNC5B"
"695","VSIR"
"696","PPP3CB"
"697","CCSER2"
"698","KAZALD1"
"699","LARP4B"
"700","GTPBP4"
"701","SH3PXD2A"
"702","CCNY"
"703","ZMIZ1"
"704","PPIF"
"705","PBLD"
"706","TSPAN14"
"707","NUFIP2"
"708","SEPTIN4"
"709","RECQL5"
"710","PIGL"
"711","GALK1"
"712","INTS2"
"713","HOXB6"
"714","ENO3"
"715","GOSR1"
"716","UTP6"
"717","CCL2"
"718","EZH1"
"719","HDAC5"
"720","ABCC3"
"721","EFTUD2"
"722","FAM20A"
"723","DHRS7B"
"724","TNFAIP1"
"725","TMEM97"
"726","USP46"
"727","PF4V1"
"728","NFKB1"
"729","MANBA"
"730","ELF2"
"731","GAB1"
"732","CPE"
"733","GRPEL1"
"734","FRG1"
"735","AADAT"
"736","TBC1D19"
"737","GLRB"
"738","BST1"
"739","RAPGEF2"
"740","KLF3"
"741","UGDH"
"742","CCDC34"
"743","ZBTB16"
"744","ELP4"
"745","MTCH2"
"746","VWA5A"
"747","DNAJC4"
"748","SIAE"
"749","ATG2A"
"750","EHD1"
"751","DCPS"
"752","FOXRED1"
"753","PPP6R3"
"754","CCND1"
"755","CCDC86"
"756","ARHGEF17"
"757","FBXO3"
"758","SLC15A3"
"759","MDK"
"760","MADD"
"761","PTPMT1"
"762","CARS1"
"763","SLC35F2"
"764","SOX6"
"765","NDUFS8"
"766","EXPH5"
"767","HPS5"
"768","PSMD9"
"769","P3H3"
"770","PRDM4"
"771","CLEC2B"
"772","CORO1C"
"773","MVK"
"774","BCL7A"
"775","WNT5B"
"776","ACAD10"
"777","ALDH2"
"778","ARHGDIB"
"779","SLC38A1"
"780","C12orf49"
"781","RFC5"
"782","STX2"
"783","GAPDH"
"784","TPI1"
"785","ENO2"
"786","LPCAT3"
"787","NT5DC3"
"788","PRKAB1"
"789","FGFR1OP2"
"790","COL12A1"
"791","ASF1A"
"792","MAN1A1"
"793","TPD52L1"
"794","UST"
"795","ULBP1"
"796","MAPK14"
"797","MRPL18"
"798","RBM24"
"799","CAP2"
"800","GPR63"
"801","E2F3"
"802","ALDH5A1"
"803","SNX3"
"804","TRIM38"
"805","ZBTB24"
"806","PERP"
"807","HECA"
"808","PHACTR2"
"809","CUTA"
"810","MDFI"
"811","TFEB"
"812","CCND3"
"813","FAM120B"
"814","CUL9"
"815","DNPH1"
"816","DUSP22"
"817","GMDS"
"818","VEGFA"
"819","PRPF4B"
"820","PCDHB2"
"821","SEMA5A"
"822","HSPA9"
"823","MRPS27"
"824","HBEGF"
"825","TMCO6"
"826","IK"
"827","CERT1"
"828","CLK4"
"829","THG1L"
"830","TARS1"
"831","LNPEP"
"832","RAD1"
"833","SLC12A7"
"834","RAD50"
"835","GNPDA1"
"836","NUP155"
"837","FGF1"
"838","LIFR"
"839","TTC33"
"840","ERGIC1"
"841","BNIP1"
"842","STC2"
"843","DBN1"
"844","TIMMDC1"
"845","AMOTL2"
"846","FAM162A"
"847","RNF7"
"848","TFDP2"
"849","PRKAR2A"
"850","ECT2"
"851","TFG"
"852","TUSC2"
"853","C3orf14"
"854","CBLB"
"855","GNB4"
"856","IQCG"
"857","NCBP2"
"858","SLC41A3"
"859","PLXNA1"
"860","ABTB1"
"861","PODXL2"
"862","SCAP"
"863","HEMK1"
"864","MAPKAPK3"
"865","ACVR2B"
"866","COMMD2"
"867","RRP9"
"868","ABHD14B"
"869","EIF1B"
"870","KLHL24"
"871","SSR3"
"872","SLC4A3"
"873","ADAM23"
"874","DGUOK"
"875","MOB1A"
"876","KANSL3"
"877","FAHD2A"
"878","ACTR3"
"879","SF3B6"
"880","TP53I3"
"881","FNDC4"
"882","ITGA4"
"883","PCSK4"
"884","GCA"
"885","TTC31"
"886","RTN4"
"887","EVA1A"
"888","MRPL19"
"889","EFEMP1"
"890","FN1"
"891","STAT1"
"892","GLS"
"893","IGFBP2"
"894","EFHD1"
"895","CHST10"
"896","IL1R1"
"897","MLPH"
"898","UXS1"
"899","STK16"
"900","PPP1R7"
"901","DCAF17"
"902","RMDN2"
"903","DLX2"
"904","TRAK2"
"905","MSH6"
"906","PLEKHA3"
"907","DHCR24"
"908","LRRC42"
"909","MRPL37"
"910","STXBP3"
"911","PHF13"
"912","MECR"
"913","WDR77"
"914","ATP5PB"
"915","HDAC1"
"916","CAPZA1"
"917","SCAMP3"
"918","ARHGEF2"
"919","LAMTOR2"
"920","SRM"
"921","C1orf21"
"922","SWT1"
"923","LEPR"
"924","IVNS1ABP"
"925","SMG7"
"926","SLC35D1"
"927","GADD45A"
"928","RGS2"
"929","CTH"
"930","CD58"
"931","TMEM9"
"932","GNPAT"
"933","TSNAX"
"934","RRAGC"
"935","AKT3"
"936","ST6GALNAC5"
"937","MFAP2"
"938","KDM5B"
"939","UAP1"
"940","RGS4"
"941","GBP1"
"942","HMGCL"
"943","GALE"
"944","P3H1"
"945","SLC2A1"
"946","EBNA1BP2"
"947","BLZF1"
"948","PRRC2C"
"949","F3"
"950","DARS2"
"951","UTP25"
"952","STMN1"
"953","NSL1"
"954","RCN2"
"955","STAG1"
"956","STK11"
"957","DDX59"
"958","ATF6"
"959","B4GALT6"
"960","C1orf54"
"961","PHF3"
"962","TNFAIP3"
"963","RNF146"
"964","CCN2"
"965","MED28"
"966","MYL12B"
"967","FOXO3"
"968","RAB3GAP2"
"969","KLF12"
"970","HS1BP3"
"971","NDUFB3"
"972","UBE2B"
"973","KLF9"
"974","C1orf198"
"975","ABITRAM"
"976","TRIM32"
"977","C19orf25"
"978","IFI27L2"
"979","NEK9"
"980","NPC2"
"981","DNAL1"
"982","DLST"
"983","ALDH6A1"
"984","YPEL5"
"985","BCL11A"
"986","IFIT3"
"987","PYROXD2"
"988","TCTN3"
"989","AVPI1"
"990","ARMH3"
"991","GOT1"
"992","HOXB5"
"993","HOXB3"
"994","RCL1"
"995","NUP43"
"996","MTHFD1L"
"997","CYSTM1"
"998","CENPL"
"999","KIAA1217"
"1000","CCDC77"
"1001","DNAJC15"
"1002","PROSER1"
"1003","UFM1"
"1004","KDM3B"
"1005","NR2C1"
"1006","GLT8D2"
"1007","MTERF2"
"1008","WASHC3"
"1009","APAF1"
"1010","TNFRSF10B"
"1011","PDLIM2"
"1012","AKAP1"
"1013","COIL"
"1014","TRIM25"
"1015","FAM117A"
"1016","PSPC1"
"1017","A1BG"
"1018","ZNF211"
"1019","RNF2"
"1020","SEC22A"
"1021","PILRB"
"1022","TBC1D15"
"1023","ADGRB2"
"1024","POLR3GL"
"1025","PIK3CA"
"1026","TMEM54"
"1027","LRIF1"
"1028","CLCC1"
"1029","MTIF3"
"1030","RASL11A"
"1031","MRPS2"
"1032","ANXA11"
"1033","SHLD2"
"1034","TRMT13"
"1035","SLC66A2"
"1036","HERPUD2"
"1037","INHBA"
"1038","NT5C3A"
"1039","TWIST1"
"1040","SLC25A51"
"1041","ACO1"
"1042","KIAA1549"
"1043","CALD1"
"1044","SRGN"
"1045","CHST3"
"1046","BICC1"
"1047","P4HA1"
"1048","SLC25A16"
"1049","VPS26A"
"1050","RBM19"
"1051","RNF11"
"1052","SSPN"
"1053","WDR83"
"1054","GIPC1"
"1055","NLN"
"1056","CDK2"
"1057","SMUG1"
"1058","EEF1AKMT3"
"1059","RAB9A"
"1060","METTL8"
"1061","TNFAIP6"
"1062","LPGAT1"
"1063","EXOSC9"
"1064","B9D2"
"1065","COQ8B"
"1066","RAB38"
"1067","MXD4"
"1068","CHPF"
"1069","DNPEP"
"1070","SLC12A4"
"1071","ENKD1"
"1072","WFDC3"
"1073","TTPAL"
"1074","NCOA3"
"1075","STX16"
"1076","PMEPA1"
"1077","BCAS4"
"1078","NEURL2"
"1079","MTRR"
"1080","IQSEC2"
"1081","MCEE"
"1082","TRERF1"
"1083","BTN2A2"
"1084","SIRT5"
"1085","RRP36"
"1086","NQO2"
"1087","OARD1"
"1088","H2BC11"
"1089","CDKN1A"
"1090","SSR1"
"1091","LRRFIP1"
"1092","MT2A"
"1093","ABCC4"
"1094","DMAC2L"
"1095","BMP4"
"1096","SOX9"
"1097","HS3ST3B1"
"1098","GGA3"
"1099","NUP85"
"1100","SLC25A19"
"1101","MBOAT7"
"1102","SLC2A4RG"
"1103","POLR1B"
"1104","SLC25A23"
"1105","GTF2F1"
"1106","CLPP"
"1107","ATG4C"
"1108","RTN2"
"1109","VASP"
"1110","RBCK1"
"1111","TMX4"
"1112","NRSN2"
"1113","BMP2"
"1114","DSTN"
"1115","MRPS26"
"1116","MMP24OS"
"1117","HECTD3"
"1118","TUBGCP3"
"1119","PRDX5"
"1120","IRF3"
"1121","STAT5A"
"1122","IFI6"
"1123","ATG14"
"1124","RHOJ"
"1125","ZBTB1"
"1126","SGPP1"
"1127","PLEKHG3"
"1128","NUP214"
"1129","ARMCX1"
"1130","INTS11"
"1131","HIVEP3"
"1132","RAB3IP"
"1133","FGFRL1"
"1134","PIN1"
"1135","GNG11"
"1136","POR"
"1137","STYXL1"
"1138","GNAI1"
"1139","ZFP36"
"1140","RASL11B"
"1141","ADM2"
"1142","ASPHD2"
"1143","YWHAH"
"1144","A4GALT"
"1145","TPST2"
"1146","MPST"
"1147","TST"
"1148","LIF"
"1149","KRT17"
"1150","EMC4"
"1151","LSM8"
"1152","VGF"
"1153","PODXL"
"1154","MKLN1"
"1155","FLNC"
"1156","CALU"
"1157","CCDC136"
"1158","LRRC17"
"1159","MYO1B"
"1160","MTX2"
"1161","OSGEPL1"
"1162","ORMDL1"
"1163","EIF2AK4"
"1164","ICE2"
"1165","CHAC1"
"1166","VPS13C"
"1167","LOXL1"
"1168","ANAPC13"
"1169","PALLD"
"1170","DCTD"
"1171","USP6"
"1172","CD68"
"1173","TXNDC17"
"1174","PHF20L1"
"1175","MTUS1"
"1176","BCL2L2"
"1177","AJUBA"
"1178","DTD2"
"1179","MIS18BP1"
"1180","TEP1"
"1181","RHBDF2"
"1182","TTI2"
"1183","CDKN1C"
"1184","PLPPR3"
"1185","GAMT"
"1186","PUDP"
"1187","ECSIT"
"1188","CNN1"
"1189","CDC16"
"1190","LRCH2"
"1191","FAM98C"
"1192","BST2"
"1193","SLC27A1"
"1194","AFDN"
"1195","ACTN4"
"1196","ARPC1B"
"1197","PXDN"
"1198","GDF15"
"1199","UBAC1"
"1200","HELZ2"
"1201","PAK4"
"1202","CEP85"
"1203","OSBPL2"
"1204","ADRM1"
"1205","UBE2M"
"1206","YIPF2"
"1207","SESN2"
"1208","MED18"
"1209","SHFL"
"1210","SLC6A8"
"1211","ZNF331"
"1212","UBE4B"
"1213","SLC35D2"
"1214","SYNE1"
"1215","EDA2R"
"1216","ZNF141"
"1217","SH3BGRL"
"1218","PRR7"
"1219","NFATC1"
"1220","CAP1"
"1221","ABCB7"
"1222","HAUS8"
"1223","SH3BP5"
"1224","HACL1"
"1225","RFTN1"
"1226","PDLIM4"
"1227","NDFIP1"
"1228","PPFIA1"
"1229","TRAF7"
"1230","MAP1B"
"1231","ZCCHC9"
"1232","RARA"
"1233","CHD1L"
"1234","PEX11B"
"1235","PIAS3"
"1236","PDHA1"
"1237","MCCC2"
"1238","RHPN2"
"1239","C19orf12"
"1240","FAAP24"
"1241","ACTR10"
"1242","GCH1"
"1243","LGALS3"
"1244","PODNL1"
"1245","MATN3"
"1246","CCT6B"
"1247","PPARG"
"1248","HSD17B7"
"1249","ENOSF1"
"1250","PTPRE"
"1251","CLUH"
"1252","POPDC3"
"1253","WBP2"
"1254","TRIM47"
"1255","REEP2"
"1256","PCBD2"
"1257","MTSS2"
"1258","POLR3F"
"1259","DAP3"
"1260","NES"
"1261","SYT11"
"1262","TOE1"
"1263","ZSWIM3"
"1264","RBM38"
"1265","ZBED3"
"1266","CPLANE2"
"1267","DCTN4"
"1268","POMP"
"1269","WASF3"
"1270","MPRIP"
"1271","SLC41A1"
"1272","POSTN"
"1273","RFC3"
"1274","MORC4"
"1275","TCEAL4"
"1276","BEX1"
"1277","EPHB2"
"1278","PLAAT4"
"1279","GSTT2B"
"1280","SLC2A11"
"1281","C1QTNF6"
"1282","KRBA1"
"1283","BTG1"
"1284","C12orf29"
"1285","IPO8"
"1286","LARS1"
"1287","CCDC59"
"1288","MICAL2"
"1289","RRAS2"
"1290","HSD17B4"
"1291","DGLUCY"
"1292","LOXL2"
"1293","CTIF"
"1294","IRAK2"
"1295","CAMK1"
"1296","VHL"
"1297","ARL8B"
"1298","MEIS2"
"1299","GSTM3"
"1300","LAMTOR5"
"1301","TMEM106C"
"1302","IL6ST"
"1303","TIMM17A"
"1304","NARS1"
"1305","ANKRD16"
"1306","ECHDC3"
"1307","CCNH"
"1308","TMEM241"
"1309","KCTD1"
"1310","EMP1"
"1311","SOX5"
"1312","KLRD1"
"1313","RAB33A"
"1314","SPOCD1"
"1315","GNL2"
"1316","AGO4"
"1317","BTF3L4"
"1318","FHOD3"
"1319","TPGS2"
"1320","PDGFRA"
"1321","GGACT"
"1322","COL4A2"
"1323","UBAC2"
"1324","NREP"
"1325","ANXA1"
"1326","CTSL"
"1327","CEMIP2"
"1328","PSAT1"
"1329","ADAM19"
"1330","FBXO21"
"1331","TBX3"
"1332","RNFT2"
"1333","P2RX4"
"1334","TRAFD1"
"1335","SRPK2"
"1336","TES"
"1337","ANKRD6"
"1338","CEP162"
"1339","SNX14"
"1340","NT5E"
"1341","LCA5"
"1342","MAP3K7"
"1343","NAT10"
"1344","ATP5MC2"
"1345","AVIL"
"1346","RDH5"
"1347","PAN2"
"1348","ZC3H10"
"1349","LTV1"
"1350","AHI1"
"1351","SMPD2"
"1352","RAB11FIP5"
"1353","SMYD5"
"1354","DYSF"
"1355","KCNMB4"
"1356","KIAA0513"
"1357","FBXL8"
"1358","PCNX2"
"1359","COG2"
"1360","ABCB10"
"1361","GLUL"
"1362","STX6"
"1363","RNASEL"
"1364","NIBAN1"
"1365","RC3H1"
"1366","USP37"
"1367","TMBIM1"
"1368","CAB39"
"1369","REV1"
"1370","TSGA10"
"1371","MFSD9"
"1372","MRPS9"
"1373","ISCU"
"1374","ALDH1L2"
"1375","CKAP4"
"1376","SLC41A2"
"1377","FLNB"
"1378","NEK3"
"1379","THSD1"
