"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Resolution","Topic"
"GO:0009786","BP","GO:0009786","regulation of asymmetric cell division","7/103","11/17073",7.65067600370552e-14,1.42455587188997e-10,1.25632153324006e-10,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"20-Topic Analysis","Topic k8"
"GO:0001714","BP","GO:0001714","endodermal cell fate specification","7/103","15/17073",1.46272964352978e-12,1.36180129812623e-09,1.20097802310866e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"20-Topic Analysis","Topic k8"
"GO:0060969","BP","GO:0060969","negative regulation of gene silencing","8/103","29/17073",5.14438117273567e-12,3.1929459145446e-09,2.81587179981321e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/HMGA1",8,"20-Topic Analysis","Topic k8"
"GO:0060965","BP","GO:0060965","negative regulation of gene silencing by miRNA","7/103","20/17073",1.71916529535964e-11,8.00271444989912e-09,7.05762594937115e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"20-Topic Analysis","Topic k8"
"GO:0001711","BP","GO:0001711","endodermal cell fate commitment","7/103","22/17073",3.74503664879868e-11,9.9617974858045e-09,8.78534913101646e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"20-Topic Analysis","Topic k8"
"GO:0060149","BP","GO:0060149","negative regulation of posttranscriptional gene silencing","7/103","22/17073",3.74503664879868e-11,9.9617974858045e-09,8.78534913101646e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"20-Topic Analysis","Topic k8"
"GO:0060967","BP","GO:0060967","negative regulation of gene silencing by RNA","7/103","22/17073",3.74503664879868e-11,9.9617974858045e-09,8.78534913101646e-09,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"20-Topic Analysis","Topic k8"
"GO:0035019","BP","GO:0035019","somatic stem cell population maintenance","10/103","81/17073",5.38421631938138e-11,1.25317634833602e-08,1.1051812445046e-08,"SFRP1/LIN28A/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/DPPA4",10,"20-Topic Analysis","Topic k8"
"GO:0042789","BP","GO:0042789","mRNA transcription by RNA polymerase II","7/103","24/17073",7.52561919839359e-11,1.55696699415654e-08,1.37309543268936e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"20-Topic Analysis","Topic k8"
"GO:0008356","BP","GO:0008356","asymmetric cell division","7/103","27/17073",1.90255708451079e-10,3.54256129135909e-08,3.12419900193351e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"20-Topic Analysis","Topic k8"
"GO:0060795","BP","GO:0060795","cell fate commitment involved in formation of primary germ layer","8/103","48/17073",4.11605512933744e-10,6.96735877347847e-08,6.1445416284846e-08,"SFRP2/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",8,"20-Topic Analysis","Topic k8"
"GO:0009299","BP","GO:0009299","mRNA transcription","7/103","31/17073",5.52368685445216e-10,8.57092076915827e-08,7.55872937977664e-08,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"20-Topic Analysis","Topic k8"
"GO:0060968","BP","GO:0060968","regulation of gene silencing","10/103","115/17073",1.80432036074434e-09,2.5843419320815e-07,2.27914150830864e-07,"LIN28A/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/TRIM71/HMGA1",10,"20-Topic Analysis","Topic k8"
"GO:0060964","BP","GO:0060964","regulation of gene silencing by miRNA","9/103","90/17073",3.49641914647337e-09,4.65023746480959e-07,4.1010630590214e-07,"LIN28A/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/TRIM71",9,"20-Topic Analysis","Topic k8"
"GO:0060147","BP","GO:0060147","regulation of posttranscriptional gene silencing","9/103","93/17073",4.69124800284345e-09,5.45943986330907e-07,4.81470189765512e-07,"LIN28A/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/TRIM71",9,"20-Topic Analysis","Topic k8"
"GO:0060966","BP","GO:0060966","regulation of gene silencing by RNA","9/103","93/17073",4.69124800284345e-09,5.45943986330907e-07,4.81470189765512e-07,"LIN28A/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/TRIM71",9,"20-Topic Analysis","Topic k8"
"GO:0035987","BP","GO:0035987","endodermal cell differentiation","7/103","52/17073",2.53391052419181e-08,2.77537729179126e-06,2.44761635773326e-06,"POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1/POU5F1",7,"20-Topic Analysis","Topic k8"
